Name,Date time,Maximum Temperature,Minimum Temperature,Temperature,Wind Chill,Heat Index,Precipitation,Snow,Snow Depth,Wind Speed,Wind Direction,Wind Gust,Visibility,Cloud Cover,Relative Humidity,Conditions
"Budapest, Magyarország",01/28/2021,3.2,-7.8,-1.4,-10.7,,0,,,14.1,176.46,28.8,9.2,23.7,80.7,Clear
"Budapest, Magyarország",01/29/2021,5,0.1,2.6,-2.1,,6.95,,,9.7,208.25,,4.7,43.8,97.63,"Rain, Partially cloudy"
"Budapest, Magyarország",01/30/2021,10.3,2.4,6.3,0.2,,1,,,27.1,260.29,43.2,10,13.1,77.58,Rain
"Budapest, Magyarország",01/31/2021,2.8,-3,0.3,-5.3,,0.54,,,18.7,84.04,28.8,9.1,16,74.7,Rain
"Budapest, Magyarország",02/01/2021,4.8,-5.7,-1,-8.3,,0,,,11.4,242.46,,10,11.9,66.63,Clear
"Budapest, Magyarország",02/02/2021,0.2,-0.3,-0.1,-3.6,,0.1,,,11.1,157.92,,3.8,49.4,93.2,"Rain, Partially cloudy"
"Budapest, Magyarország",02/03/2021,9,-0.2,3.1,-3.6,,0.69,,,11.8,133.13,,3.5,30.2,96.17,"Rain, Partially cloudy"
"Budapest, Magyarország",02/04/2021,13.3,2.1,8.9,2.2,,1.57,,,37.9,249.08,64.8,10.1,11.2,71.9,Rain
"Budapest, Magyarország",02/05/2021,8.1,2.2,5.5,3.1,,0.3,,,13.7,84.46,,9.5,36.7,82.31,"Rain, Partially cloudy"
"Budapest, Magyarország",02/06/2021,5.1,2.3,4,-1.5,,0,,,14.6,82.25,25.2,5.9,45.6,94.57,Partially cloudy
"Budapest, Magyarország",02/07/2021,3.6,0.1,1.6,-4.8,,0.93,,,18.2,76.63,25.2,7.1,50,93.03,"Rain, Partially cloudy"
"Budapest, Magyarország",02/08/2021,5.9,0.4,3.6,-5.3,,7.13,,,26.1,217.83,,7.7,48.9,91.36,"Rain, Partially cloudy"
"Budapest, Magyarország",02/09/2021,1.7,-2.6,0.3,-3.9,,25.05,,,12.7,167.54,,6.7,36.1,96.35,"Rain, Partially cloudy"
"Budapest, Magyarország",02/10/2021,3,-1.6,0.8,-2.8,,0.11,,,20.5,177.05,,4.8,64.7,96.41,"Rain, Partially cloudy"
"Budapest, Magyarország",02/11/2021,1.8,-7,-3.8,-15.6,,3.75,,,50,311.86,57.6,7.6,69.6,75.19,"Rain, Partially cloudy"
"Budapest, Magyarország",02/12/2021,-4,-10,-7.1,-18,,0,,,27.7,313.53,,10,37.5,61.82,Partially cloudy
"Budapest, Magyarország",02/13/2021,-1.3,-14,-7.3,-18.1,,0.4,,,13.1,302.62,,10,0,70.23,Rain
"Budapest, Magyarország",02/14/2021,1.8,-7.9,-2.7,-12.9,,0.3,,,19.7,301.13,25.2,9.9,0.5,65.71,Rain
"Budapest, Magyarország",02/15/2021,3.5,-6.1,-2.3,-10.7,,0,,,16.6,280,25.2,9.9,0.5,55.65,Clear
"Budapest, Magyarország",02/16/2021,1,-6.2,-1.8,-7.2,,0.1,,,9.5,123.04,,9.4,26.2,69.38,"Rain, Partially cloudy"
"Budapest, Magyarország",02/17/2021,5.1,-0.1,2.1,-2.4,,0.34,,,18.6,208.13,28.8,9.8,32.3,69.09,"Rain, Partially cloudy"
"Budapest, Magyarország",02/18/2021,11.6,-0.4,5.8,-2.2,,0.4,,,20.4,233.88,32.4,8.1,7.4,71.58,Rain
"Budapest, Magyarország",02/19/2021,6,0.8,3,-2,,0.3,,,14.8,107.35,,3.8,56.1,88.72,"Rain, Partially cloudy"
"Budapest, Magyarország",02/20/2021,3,0,1.6,-3.2,,0,,,13,116.09,,2.7,83.2,95.7,Overcast
"Budapest, Magyarország",02/21/2021,9.4,1,4.1,-2.4,,0,,,18.4,106.92,,6.9,50.1,86.36,Partially cloudy
"Budapest, Magyarország",02/22/2021,12.2,1,5.7,-2.4,,0,,,18,78.17,,7.6,0,82.7,Clear
"Budapest, Magyarország",02/23/2021,13.2,0.5,6,-1.1,,0,,,10.6,293.63,,6.3,0.5,83.44,Clear
"Budapest, Magyarország",02/24/2021,17.2,-0.4,7.1,1,,0,,,8.1,151.63,,5.8,1.6,79.33,Clear
"Budapest, Magyarország",02/25/2021,18.4,0.8,8.9,6.8,,0,,,12.8,102.5,,6,3.6,75.16,Clear
"Budapest, Magyarország",02/26/2021,18.8,2,9.8,0.2,,0,,,9.2,186.79,,7.3,0,73.3,Clear
"Budapest, Magyarország",02/27/2021,12.1,4.7,8.6,1.8,,0,,,23.7,317.17,36,10,6.3,60.62,Clear
"Budapest, Magyarország",02/28/2021,10.5,-0.2,5,-1.1,,0,,,15.2,291.21,25.2,10,1.5,65.35,Clear
"Budapest, Magyarország",03/01/2021,12.1,-1.1,5,-3.4,,0,,,12.2,184.46,,10,1.1,67.42,Clear
"Budapest, Magyarország",03/02/2021,14.1,-2.5,4.9,-2.5,,0,,,14.1,241.79,25.2,9.6,0,70.79,Clear
"Budapest, Magyarország",03/03/2021,16,-2.5,6.4,,,0,,,11.7,178.79,,8.8,0,61.39,Clear
"Budapest, Magyarország",03/04/2021,13.8,1.2,6.9,8.1,,0,,,14.5,215.25,25.2,9.7,0,63.63,Clear
"Budapest, Magyarország",03/05/2021,10.7,2.7,6.6,-1.2,,0.1,,,28.9,235.25,46.8,9.6,18.2,64.79,Rain
"Budapest, Magyarország",03/06/2021,6.9,-2.9,2.3,-3.8,,0,,,15.6,304.71,,10,7.3,47.75,Clear
"Budapest, Magyarország",03/07/2021,8.2,-6.8,0.9,-7.1,,0,,,18,190.13,28.8,10,0,55.53,Clear
"Budapest, Magyarország",03/08/2021,8.9,-6.1,1.9,-3.8,,0,,,22.5,229.79,36,9.9,1,60.05,Clear
"Budapest, Magyarország",03/09/2021,6,-3.6,1.4,-1.6,,0,,,15.7,113.25,,10,4.9,54.03,Clear
"Budapest, Magyarország",03/10/2021,7.8,-2,2.1,-5,,0,,,12.8,206.17,,10,1,48.33,Clear
"Budapest, Magyarország",03/11/2021,8.8,-6.7,2.7,-5.2,,0,,,24,145.54,39.6,10,0,50.12,Clear
"Budapest, Magyarország",03/12/2021,13.9,4,8.8,1.3,,0.84,,,31.4,238.33,43.2,10,15,56.27,Rain
"Budapest, Magyarország",03/13/2021,14.4,1.1,8.7,-0.8,,0,,,22.1,196.46,36,9.4,2.1,68.18,Clear
"Budapest, Magyarország",03/14/2021,10,7,8.1,4.2,,1.09,,,17.9,264.21,28.8,10,20.5,69.71,Rain
"Budapest, Magyarország",03/15/2021,11.6,3.8,7.3,1,,2,,,25.6,327.92,40.7,10,11.7,53.83,Rain
"Budapest, Magyarország",10/13/2021,12,4.1,8,3.9,,1.19,,,22.7,255.46,36,9.8,25.1,78.31,"Rain, Partially cloudy"
"Budapest, Magyarország",10/14/2021,12.1,3,7.5,4,,0.3,,,8.8,261.79,,9.9,23.9,75.56,Rain
"Budapest, Magyarország",10/15/2021,13.9,-1.1,5.2,0.2,,0,,,5.8,167.83,,7,7.2,78.68,Clear
"Budapest, Magyarország",10/16/2021,15.9,1.3,8.1,1,,0,,,8.1,165.74,,10,11.2,76.24,Clear
"Budapest, Magyarország",10/17/2021,14.7,2.4,7.9,4.8,,0,,,11.2,203.04,,10,7.8,74.41,Clear
"Budapest, Magyarország",10/18/2021,13.9,2,7.6,,,0,,,12.5,236.25,25.2,9.8,4.6,77.45,Clear
"Budapest, Magyarország",10/19/2021,16.2,1.9,8.2,7,,0,,,12.6,125.96,25.2,9.3,1.1,76.5,Clear
"Budapest, Magyarország",10/20/2021,19,4,11.1,5.5,,0,,,16.4,132.46,28.8,9.9,0,71.15,Clear
"Budapest, Magyarország",10/21/2021,18.9,11.3,14.8,,,0,,,36.3,207.79,72.4,10,6.5,62.61,Clear
"Budapest, Magyarország",10/22/2021,16.4,8.9,12.5,8.2,,0.62,,,27,244.96,32.4,10,6.9,75.47,Rain
"Budapest, Magyarország",10/23/2021,12.7,4.9,9.3,2.9,,0,,,27.3,307.63,46.8,10,2.1,56.19,Clear
"Budapest, Magyarország",10/24/2021,12.9,-1.9,5.4,1.1,,0,,,10.9,164.25,,10,0.5,67.24,Clear
"Budapest, Magyarország",10/25/2021,13.9,-0.1,6,-0.3,,0,,,12.6,93.42,,10,0,67.35,Clear
"Budapest, Magyarország",10/26/2021,13.7,0.9,6.7,1.5,,0,,,10,132.58,,9.9,1.7,67.35,Clear
"Budapest, Magyarország",10/27/2021,14.8,-0.5,6,,,0,,,5.4,130.25,,9.6,0,74.92,Clear
"Budapest, Magyarország",10/28/2021,15,0,6.4,-1.7,,0,,,6.6,69.5,,8.5,0,73.64,Clear
"Budapest, Magyarország",10/29/2021,16.2,0.4,7.7,0.1,,0,,,13.4,93.83,,9.1,0,68.31,Clear
"Budapest, Magyarország",10/30/2021,17.8,5.2,10.3,3.5,,0,,,21.2,120.67,32.4,10,0,65.12,Clear
"Budapest, Magyarország",10/31/2021,15.9,4.3,8.8,3.1,,0,,,18.1,116.96,,10,0,73.44,Clear
"Budapest, Magyarország",11/01/2021,14,2.9,8.9,0.6,,0,,,15.5,107.71,25.2,10,13.7,73.58,Clear
"Budapest, Magyarország",11/02/2021,10.8,5.4,8,3.1,,4.12,,,15.1,167.38,25.2,8,22.7,82.55,Rain
"Budapest, Magyarország",11/03/2021,12.3,2.1,7.7,1.4,,0.1,,,16.7,121.21,28.8,7,14.3,88.16,Rain
"Budapest, Magyarország",11/04/2021,15.9,7.9,12,6.6,,21.54,,,17.9,154.33,,9.1,17.4,89.15,Rain
"Budapest, Magyarország",11/05/2021,11.8,3.7,7.8,2.6,,0,,,17.9,304.83,,10,0,72.54,Clear
"Budapest, Magyarország",11/06/2021,12.8,0.5,7.2,-1.5,,0,,,9.6,217.74,,10,0,72.17,Clear
"Budapest, Magyarország",11/07/2021,10.8,7.1,8.2,6.5,,0.54,,,7,156.79,,9.3,20,84.63,Rain
"Budapest, Magyarország",11/08/2021,10.5,1.4,7.5,3.8,,1.37,,,15.2,288.25,,9.5,4.9,76.25,Rain
"Budapest, Magyarország",11/09/2021,12.9,0.2,5.3,-1.1,,0,,,10.5,204.46,,10.4,3.6,79.64,Clear
"Budapest, Magyarország",11/10/2021,9,-0.5,3.9,-2.2,,0,,,14.7,97.63,,4.8,16.8,92.5,Clear
"Budapest, Magyarország",11/11/2021,9.2,-0.2,4.1,-1.8,,0,,,15.4,133.58,,6.4,13.6,88.2,Clear
"Budapest, Magyarország",11/12/2021,11.8,0,4.3,-1.7,,0,,,5.8,157.5,,6.5,4.8,84.52,Clear
"Budapest, Magyarország",11/13/2021,4.1,0.3,2.9,-1.3,,0.1,,,9.8,109,,1.7,39.5,98.86,"Rain, Partially cloudy"
"Budapest, Magyarország",11/14/2021,8.9,4.1,5.8,2.3,,0.5,,,7.1,147.63,,4.3,21.6,90.99,Rain
"Budapest, Magyarország",11/15/2021,11.7,5.3,8.2,8.5,,0,,,9.7,139.38,,7,20.6,83.63,Clear
"Budapest, Magyarország",11/16/2021,10,1.4,5.5,1.3,,0,,,9.4,79.54,,5.5,22,87.77,Clear
"Budapest, Magyarország",11/17/2021,9.4,1.9,6.1,0.5,,0,,,9,126.33,,6.8,37.6,84.19,Partially cloudy
"Budapest, Magyarország",11/18/2021,10.2,1,7.1,3.4,,0,,,20.4,300.48,36,9.7,25,73.06,Clear
"Budapest, Magyarország",11/19/2021,11,2,8.1,0.4,,0,,,38.9,265.5,,10,78.7,76.49,Overcast
"Budapest, Magyarország",11/20/2021,14,1,9,-0.7,,0,,,35.3,279.5,,9.7,61,75.64,Partially cloudy
"Budapest, Magyarország",11/21/2021,9,-2,2.8,-1.8,,0,,,14.8,93.33,,2.1,88.2,97.46,Overcast
